tweet_id,retweet_count,favorite_count,text,rating_numerator,rating_denominator,name,stage,prediction_1,prediction_1_confidence,prediction_1_dog,prediction_2,prediction_2_confidence,prediction_2_dog,prediction_3,prediction_3_confidence,prediction_3_dog
866686824827068416,2975,17151,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,,flat-coated_retriever,0.51473,True,groenendael,0.306407,True,curly-coated_retriever,0.0613141,True
866334964761202691,12233,46683,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True
865359393868664832,4300,23645,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,Sammy,,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True
864873206498414592,7505,28895,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,14,10,None,,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False
864197398364647424,7600,26683,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,10,Paisley,,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True
863553081350529029,3642,13701,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13,10,Neptune,,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True
863079547188785154,954,7914,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 https://t.co/lVU5GyNFen",14,10,None,,Lakeland_terrier,0.275242,True,Airedale,0.190569,True,teddy,0.102595,False
862831371563274240,4468,17236,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13,10,Zooey,,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True
862457590147678208,4267,18307,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 https://t.co/jvSNASweNb",13,10,Jersey,,home_theater,0.496348,False,studio_couch,0.167256,False,barber_chair,0.052625,False
861288531465048066,3596,15373,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g,13,10,None,,syringe,0.144712,False,oxygen_mask,0.106684,False,Bouvier_des_Flandres,0.0826102,True
860524505164394496,4612,21292,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,13,10,Carl,,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,Lakeland_terrier,0.0879507,True
860184849394610176,5132,15042,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog not, there is no try https://t.co/upRYxG4KbG",14,10,None,,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False
859851578198683649,3075,13992,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,13,10,Trooper,,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True
859196978902773760,26342,80699,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 https://t.co/g2nSyGenG9,12,10,quite,,Angora,0.224218,False,malamute,0.216163,True,Persian_cat,0.128383,False
858843525470990336,3032,14148,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,13,10,None,doggo,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True
858107933456039936,2542,14264,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,12,10,Wyatt,,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False
857746408056729600,9372,30877,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,13,10,Thor,,Labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True
857263160327368704,3993,18283,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,13,10,Oscar,,Samoyed,0.998021,True,Pomeranian,0.000921636,True,keeshond,0.000311261,True
856543823941562368,2555,14863,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 https://t.co/Bh9DtLhIBO,12,10,Callie,,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True
856282028240666624,5595,25290,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",14,10,Cermet,,Chihuahua,0.876543,True,Italian_greyhound,0.0329618,True,Cardigan,0.0207759,True
855459453768019968,7322,27152,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective https://t.co/Xc7uj1C64x",12,10,quite,,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True
854482394044301312,6043,26638,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,13,10,Arya,,Chihuahua,0.260242,True,toy_poodle,0.189158,True,Labrador_retriever,0.144195,True
854120357044912130,6608,29289,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,14,10,None,pupper,black-and-tan_coonhound,0.854861,True,Doberman,0.0507918,True,bluetick,0.0217617,True
853760880890318849,5125,26135,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever want https://t.co/yT4vw8y77x,12,10,Alice,,miniature_pinscher,0.292519,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True
853299958564483072,3179,14200,This is Rumpole. He'll be your Uber driver this evening. Won't start driving until you buckle pup. 13/10 h*ckin safe good boy https://t.co/EX9Z3EXlVP,13,10,Rumpole,,grille,0.65228,False,beach_wagon,0.112846,False,convertible,0.0862523,False
852672615818899456,1920,13675,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,12,10,Aspen,,golden_retriever,0.711235,True,otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True
852311364735569921,8902,30411,This is Wiggles. She would like you to spot her. Probably won't need your help but just in case. 13/10 powerful as h*ck https://t.co/2d370P0OEg,13,10,Wiggles,,barbell,0.971581,False,dumbbell,0.0284179,False,go-kart,5.59504e-07,False
852189679701164033,1422,10592,This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know what to do next. 12/10 https://t.co/jrFzScKWEG,12,10,Sailor,,barrow,0.42315,False,Bernese_mountain_dog,0.415374,True,EntleBucher,0.0673454,True
851464819735769094,6329,22309,This is Iggy. He was a rescue dog killed in the Stockholm attack. His memorial started with a collar and four bones. It's grown a bit. 14/10 https://t.co/E4a0R9my1M,14,10,Iggy,,web_site,0.919649,False,menu,0.0263061,False,crossword_puzzle,0.00348151,False
850753642995093505,8113,28214,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",11,10,Kyle,,pug,0.996952,True,bull_mastiff,0.000995901,True,French_bulldog,0.00088338,True
850145622816686080,3406,15081,This is Riley. He's making new friends. Jubilant as h*ck for the fun times ahead. 11/10 for all pups pictured https://t.co/PCX25VV78l,11,10,Riley,,tennis_ball,0.714798,False,kelpie,0.10539,True,malinois,0.0585527,True
849776966551130114,6848,27976,Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark. Thank you... 12/10 https://t.co/TCMC90mSOT,12,10,None,,Chihuahua,0.292092,True,toy_terrier,0.136852,True,bonnet,0.103111,False
849336543269576704,1697,10585,"At first I thought this was a dog because of the sign, but it is clearly Wilson from Home Improvement. Please only send in dogs... 11/10 https://t.co/jqPk1BZ6xu",11,10,None,,patio,0.521788,False,prison,0.149544,False,restaurant,0.0271526,False
848690551926992896,3936,23323,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,12,10,None,,flat-coated_retriever,0.823648,True,Newfoundland,0.100571,True,groenendael,0.0383097,True
848212111729840128,2728,15068,"This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us, Jerry? 6/10 hold me back https://t.co/DkOBbwulw1",6,10,Jerry,,Bedlington_terrier,0.333486,True,Ibizan_hound,0.245797,True,wallaby,0.131647,False
847962785489326080,4593,21780,This is Georgie. He's very shy. Only puppears when called. Aggressively average at fetch. Unique front paws. Looks slippery. 10/10 would pet https://t.co/rcDs5LkiSj,10,10,Georgie,,sea_lion,0.882654,False,mink,0.0668802,False,otter,0.0256787,False
847606175596138505,3102,17389,This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,12,10,Cannon,,Cardigan,0.413688,True,Boston_bull,0.381836,True,doormat,0.0658678,False
847157206088847362,5268,18406,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",11,10,Daisy,,Staffordshire_bullterrier,0.219609,True,American_Staffordshire_terrier,0.178671,True,pug,0.123271,True
846874817362120707,3563,18667,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",13,10,Tuck,,Shetland_sheepdog,0.450539,True,papillon,0.187928,True,collie,0.140068,True
846153765933735936,8203,29180,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,13,10,Vixen,,giant_schnauzer,0.346468,True,flat-coated_retriever,0.218451,True,Labrador_retriever,0.10802,True
845812042753855489,7896,27101,We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,13,10,None,,Samoyed,0.979803,True,chow,0.0159226,True,white_wolf,0.00130279,False
845397057150107648,1624,7106,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13,10,Mimosa,doggo,Dandie_Dinmont,0.394404,True,Maltese_dog,0.186537,True,West_Highland_white_terrier,0.181985,True
844979544864018432,2320,12704,"PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B",13,10,None,,tennis_ball,0.999281,False,racket,0.00037008,False,Shetland_sheepdog,0.000132068,True
844223788422217728,1995,12728,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,12,10,Margo,,Labrador_retriever,0.71951,True,Chesapeake_Bay_retriever,0.122019,True,Newfoundland,0.0388276,True
843604394117681152,2489,15751,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,11,10,Hank,,Labrador_retriever,0.430583,True,golden_retriever,0.263581,True,Great_Pyrenees,0.179385,True
842765311967449089,1178,6309,"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",12,10,Indie,,tub,0.665238,False,bucket,0.105166,False,Labrador_retriever,0.0293399,True
842163532590374912,5278,22791,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,12,10,George,,French_bulldog,0.891227,True,soccer_ball,0.022811,False,bull_mastiff,0.012852,True
841439858740625411,3346,11778,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,14,10,None,,military_uniform,0.853684,False,Labrador_retriever,0.0481999,True,groenendael,0.0153944,True
841077006473256960,4901,21390,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,12,10,Dawn,,Brittany_spaniel,0.962985,True,Blenheim_spaniel,0.01482,True,clumber,0.00955711,True
840632337062862849,1625,8449,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",12,10,Maddie,,golden_retriever,0.711148,True,cocker_spaniel,0.157929,True,Labrador_retriever,0.0595819,True
840268004936019968,5240,17953,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,12,10,Monty,,Chesapeake_Bay_retriever,0.863987,True,Labrador_retriever,0.0526323,True,kelpie,0.0325736,True
